DATAFLOW,LAST UPDATE,freq,itm_newa,indic_ag,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2003,52478.91,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2004,57852.80,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2005,55843.84,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2006,55128.85,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2007,55331.83,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2008,56328.85,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2009,55259.05,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2010,55155.96,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2011,55955.45,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2012,54824.24,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2013,55497.96,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2014,54340.48,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2015,56375.19,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2016,56500.44,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2017,54860.56,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2018,56255.22,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2019,55725.08,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2020,55089.13,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2021,55221.43,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2022,54570.59,
ESTAT:AACT_EAA03(1.0),15/05/24 11:00:00,A,18000,PROD_BP,MIO_EUR,IT,2023,53316.47,e
